Model,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,Metrics
Model_mbart_dpo,7.28,30.85,12.72,23.93,"[{'sentence_id': 1, 'sari': 40.875471, 'bertscore_precision': 74.055433, 'bertscore_recall': 72.910047, 'bertscore_f1': 73.478276, 'fre': 71.29, 'lix': 39.444444, 'compression_ratio': 65.116279, 'novelty': 16.666667, 'dis_ori_pred': 0.981075, 'dis_ori_ref': 0.978816, 'dis_pred_ref': 0.999924, 'score_dpo': 65.964502}, {'sentence_id': 2, 'sari': 36.710825, 'bertscore_precision': 65.974355, 'bertscore_recall': 67.843372, 'bertscore_f1': 66.895813, 'fre': 82.96078, 'lix': 35.029268, 'compression_ratio': 87.423313, 'novelty': 31.25, 'dis_ori_pred': 0.588619, 'dis_ori_ref': 0.996795, 'dis_pred_ref': 0.522146, 'score_dpo': 56.358725}, {'sentence_id': 3, 'sari': 40.086674, 'bertscore_precision': 70.461249, 'bertscore_recall': 73.095304, 'bertscore_f1': 71.754116, 'fre': 68.323561, 'lix': 36.439394, 'compression_ratio': 64.516129, 'novelty': 10.526316, 'dis_ori_pred': 0.999682, 'dis_ori_ref': 0.999927, 'dis_pred_ref': 0.999557, 'score_dpo': 65.124919}, {'sentence_id': 4, 'sari': 36.977842, 'bertscore_precision': 62.754226, 'bertscore_recall': 71.17691, 'bertscore_f1': 66.700727, 'fre': 77.412114, 'lix': 40.495935, 'compression_ratio': 69.62963, 'novelty': 5.263158, 'dis_ori_pred': 0.999447, 'dis_ori_ref': 0.999343, 'dis_pred_ref': 0.999591, 'score_dpo': 63.930769}, {'sentence_id': 5, 'sari': 36.531585, 'bertscore_precision': 65.641046, 'bertscore_recall': 67.876494, 'bertscore_f1': 66.74006, 'fre': 67.666667, 'lix': 40.481481, 'compression_ratio': 54.237288, 'novelty': 4.0, 'dis_ori_pred': 0.999997, 'dis_ori_ref': 0.997562, 'dis_pred_ref': 0.997426, 'score_dpo': 62.010545}, {'sentence_id': 6, 'sari': 51.084567, 'bertscore_precision': 69.902968, 'bertscore_recall': 78.509319, 'bertscore_f1': 73.956603, 'fre': 76.504524, 'lix': 39.690476, 'compression_ratio': 41.052632, 'novelty': 17.391304, 'dis_ori_pred': 0.999991, 'dis_ori_ref': 0.208033, 'dis_pred_ref': 0.205587, 'score_dpo': 68.026218}, {'sentence_id': 7, 'sari': 36.145242, 'bertscore_precision': 69.828063, 'bertscore_recall': 74.765444, 'bertscore_f1': 72.212458, 'fre': 76.770537, 'lix': 37.468293, 'compression_ratio': 58.163265, 'novelty': 4.761905, 'dis_ori_pred': 0.999986, 'dis_ori_ref': 0.998972, 'dis_pred_ref': 0.999104, 'score_dpo': 64.7326}, {'sentence_id': 8, 'sari': 43.436177, 'bertscore_precision': 70.354939, 'bertscore_recall': 79.166573, 'bertscore_f1': 74.501109, 'fre': 69.108333, 'lix': 37.229167, 'compression_ratio': 37.254902, 'novelty': 12.5, 'dis_ori_pred': 0.999989, 'dis_ori_ref': 0.999618, 'dis_pred_ref': 0.999539, 'score_dpo': 65.487799}, {'sentence_id': 9, 'sari': 38.26864, 'bertscore_precision': 67.795968, 'bertscore_recall': 73.955107, 'bertscore_f1': 70.741731, 'fre': 76.553, 'lix': 36.0, 'compression_ratio': 31.506849, 'novelty': 9.090909, 'dis_ori_pred': 1.0, 'dis_ori_ref': 0.999765, 'dis_pred_ref': 0.999763, 'score_dpo': 63.588194}, {'sentence_id': 10, 'sari': 42.57271, 'bertscore_precision': 66.836596, 'bertscore_recall': 70.694685, 'bertscore_f1': 68.711525, 'fre': 69.106105, 'lix': 39.470175, 'compression_ratio': 53.658537, 'novelty': 7.692308, 'dis_ori_pred': 0.28789, 'dis_ori_ref': 0.376536, 'dis_pred_ref': 0.991987, 'score_dpo': 46.314225}, {'sentence_id': 11, 'sari': 44.586133, 'bertscore_precision': 74.575317, 'bertscore_recall': 69.169223, 'bertscore_f1': 71.770608, 'fre': 69.301905, 'lix': 43.095238, 'compression_ratio': 49.640288, 'novelty': 21.212121, 'dis_ori_pred': 0.659659, 'dis_ori_ref': 0.985545, 'dis_pred_ref': 0.658038, 'score_dpo': 57.433036}, {'sentence_id': 12, 'sari': 39.536866, 'bertscore_precision': 62.447071, 'bertscore_recall': 63.961089, 'bertscore_f1': 63.195014, 'fre': 40.499724, 'lix': 47.17931, 'compression_ratio': 71.84466, 'novelty': 26.666667, 'dis_ori_pred': 0.990166, 'dis_ori_ref': 0.105784, 'dis_pred_ref': 0.060663, 'score_dpo': 60.597388}, {'sentence_id': 13, 'sari': 45.99158, 'bertscore_precision': 67.237103, 'bertscore_recall': 69.792449, 'bertscore_f1': 68.490952, 'fre': 75.039853, 'lix': 33.5, 'compression_ratio': 55.555556, 'novelty': 12.903226, 'dis_ori_pred': 0.999022, 'dis_ori_ref': 0.863149, 'dis_pred_ref': 0.882306, 'score_dpo': 65.652842}, {'sentence_id': 14, 'sari': 32.112916, 'bertscore_precision': 52.703571, 'bertscore_recall': 48.203883, 'bertscore_f1': 50.353402, 'fre': 56.755, 'lix': 27.0, 'compression_ratio': 92.727273, 'novelty': 0.0, 'dis_ori_pred': 0.020168, 'dis_ori_ref': 0.842293, 'dis_pred_ref': 0.506452, 'score_dpo': 32.364739}, {'sentence_id': 15, 'sari': 27.74707, 'bertscore_precision': 55.358469, 'bertscore_recall': 51.00593, 'bertscore_f1': 53.093147, 'fre': 73.845, 'lix': 56.0, 'compression_ratio': 88.461538, 'novelty': 0.0, 'dis_ori_pred': 0.991183, 'dis_ori_ref': 0.180235, 'dis_pred_ref': 0.112183, 'score_dpo': 58.082309}, {'sentence_id': 16, 'sari': 33.280518, 'bertscore_precision': 53.445935, 'bertscore_recall': 53.08885, 'bertscore_f1': 53.266788, 'fre': 93.579773, 'lix': 32.772727, 'compression_ratio': 79.62963, 'novelty': 0.0, 'dis_ori_pred': 0.61588, 'dis_ori_ref': 0.628481, 'dis_pred_ref': 0.911084, 'score_dpo': 51.372717}, {'sentence_id': 17, 'sari': 35.483431, 'bertscore_precision': 54.015005, 'bertscore_recall': 52.108175, 'bertscore_f1': 53.044456, 'fre': 103.005, 'lix': 12.0, 'compression_ratio': 81.818182, 'novelty': 0.0, 'dis_ori_pred': 0.560051, 'dis_ori_ref': 0.147535, 'dis_pred_ref': 0.520667, 'score_dpo': 51.406122}, {'sentence_id': 18, 'sari': 39.230007, 'bertscore_precision': 62.754858, 'bertscore_recall': 62.039262, 'bertscore_f1': 62.395006, 'fre': 43.274191, 'lix': 33.661765, 'compression_ratio': 71.186441, 'novelty': 0.0, 'dis_ori_pred': 0.906092, 'dis_ori_ref': 0.834729, 'dis_pred_ref': 0.888178, 'score_dpo': 57.10395}, {'sentence_id': 19, 'sari': 36.292072, 'bertscore_precision': 61.054695, 'bertscore_recall': 68.454134, 'bertscore_f1': 64.543033, 'fre': 37.882576, 'lix': 43.69697, 'compression_ratio': 46.341463, 'novelty': 0.0, 'dis_ori_pred': 0.999634, 'dis_ori_ref': 0.315785, 'dis_pred_ref': 0.304369, 'score_dpo': 57.759783}, {'sentence_id': 20, 'sari': 40.481223, 'bertscore_precision': 64.426816, 'bertscore_recall': 71.572542, 'bertscore_f1': 67.811948, 'fre': 63.016667, 'lix': 44.333333, 'compression_ratio': 21.875, 'novelty': 0.0, 'dis_ori_pred': 0.598075, 'dis_ori_ref': 0.519783, 'dis_pred_ref': 0.808279, 'score_dpo': 50.824668}, {'sentence_id': 21, 'sari': 37.027972, 'bertscore_precision': 66.114032, 'bertscore_recall': 69.752097, 'bertscore_f1': 67.884356, 'fre': 31.29125, 'lix': 50.25, 'compression_ratio': 13.793103, 'novelty': 0.0, 'dis_ori_pred': 0.60437, 'dis_ori_ref': 0.921843, 'dis_pred_ref': 0.290889, 'score_dpo': 46.708666}, {'sentence_id': 22, 'sari': 39.659173, 'bertscore_precision': 68.225944, 'bertscore_recall': 70.200241, 'bertscore_f1': 69.199014, 'fre': 90.958571, 'lix': 18.428571, 'compression_ratio': 7.894737, 'novelty': 0.0, 'dis_ori_pred': 1.0, 'dis_ori_ref': 0.989755, 'dis_pred_ref': 0.989712, 'score_dpo': 63.184947}, {'sentence_id': 23, 'sari': 36.797131, 'bertscore_precision': 68.233865, 'bertscore_recall': 69.789934, 'bertscore_f1': 69.003129, 'fre': 53.711667, 'lix': 48.333333, 'compression_ratio': 6.976744, 'novelty': 5.0, 'dis_ori_pred': 1.0, 'dis_ori_ref': 0.014724, 'dis_pred_ref': 0.015407, 'score_dpo': 59.032116}, {'sentence_id': 24, 'sari': 32.581019, 'bertscore_precision': 67.604733, 'bertscore_recall': 70.576334, 'bertscore_f1': 69.058585, 'fre': 31.0375, 'lix': 52.653846, 'compression_ratio': 51.851852, 'novelty': 0.0, 'dis_ori_pred': 0.999938, 'dis_ori_ref': 0.999998, 'dis_pred_ref': 0.999955, 'score_dpo': 57.934964}, {'sentence_id': 25, 'sari': 35.824121, 'bertscore_precision': 70.652437, 'bertscore_recall': 66.276461, 'bertscore_f1': 68.394524, 'fre': 53.7125, 'lix': 51.785714, 'compression_ratio': 69.026549, 'novelty': 11.764706, 'dis_ori_pred': 0.999997, 'dis_ori_ref': 0.993717, 'dis_pred_ref': 0.993963, 'score_dpo': 62.107901}, {'sentence_id': 26, 'sari': 41.210758, 'bertscore_precision': 72.789156, 'bertscore_recall': 77.797854, 'bertscore_f1': 75.210208, 'fre': 44.728527, 'lix': 60.844961, 'compression_ratio': 53.763441, 'novelty': 17.391304, 'dis_ori_pred': 0.999833, 'dis_ori_ref': 0.999794, 'dis_pred_ref': 0.999997, 'score_dpo': 63.8483}, {'sentence_id': 27, 'sari': 39.165941, 'bertscore_precision': 73.037851, 'bertscore_recall': 73.581249, 'bertscore_f1': 73.308539, 'fre': 79.475528, 'lix': 40.495935, 'compression_ratio': 49.068323, 'novelty': 13.333333, 'dis_ori_pred': 0.99997, 'dis_ori_ref': 0.05943, 'dis_pred_ref': 0.051727, 'score_dpo': 65.892836}, {'sentence_id': 28, 'sari': 44.444661, 'bertscore_precision': 80.552888, 'bertscore_recall': 75.212669, 'bertscore_f1': 77.791238, 'fre': 71.719048, 'lix': 43.095238, 'compression_ratio': 70.338983, 'novelty': 7.142857, 'dis_ori_pred': 0.889086, 'dis_ori_ref': 0.439555, 'dis_pred_ref': 0.459019, 'score_dpo': 65.517767}, {'sentence_id': 29, 'sari': 46.370291, 'bertscore_precision': 78.965962, 'bertscore_recall': 78.114033, 'bertscore_f1': 78.537691, 'fre': 51.465455, 'lix': 47.363636, 'compression_ratio': 48.837209, 'novelty': 10.526316, 'dis_ori_pred': 0.999515, 'dis_ori_ref': 0.027075, 'dis_pred_ref': 0.01384, 'score_dpo': 65.938423}, {'sentence_id': 30, 'sari': 54.364268, 'bertscore_precision': 78.631306, 'bertscore_recall': 79.361081, 'bertscore_f1': 78.994507, 'fre': 72.746667, 'lix': 38.333333, 'compression_ratio': 48.051948, 'novelty': 13.333333, 'dis_ori_pred': 0.999999, 'dis_ori_ref': 0.999384, 'dis_pred_ref': 0.999409, 'score_dpo': 69.915461}, {'sentence_id': 31, 'sari': 36.223748, 'bertscore_precision': 73.636335, 'bertscore_recall': 70.378506, 'bertscore_f1': 71.970576, 'fre': 64.360526, 'lix': 41.807018, 'compression_ratio': 51.694915, 'novelty': 4.347826, 'dis_ori_pred': 0.999992, 'dis_ori_ref': 0.999988, 'dis_pred_ref': 0.999962, 'score_dpo': 63.081292}, {'sentence_id': 32, 'sari': 40.714701, 'bertscore_precision': 78.761065, 'bertscore_recall': 80.305451, 'bertscore_f1': 79.525763, 'fre': 62.968211, 'lix': 40.495935, 'compression_ratio': 48.101266, 'novelty': 17.647059, 'dis_ori_pred': 0.999998, 'dis_ori_ref': 0.998342, 'dis_pred_ref': 0.998392, 'score_dpo': 66.586367}, {'sentence_id': 33, 'sari': 41.557206, 'bertscore_precision': 68.776524, 'bertscore_recall': 75.419468, 'bertscore_f1': 71.944982, 'fre': 81.855, 'lix': 32.833333, 'compression_ratio': 50.515464, 'novelty': 0.0, 'dis_ori_pred': 0.996415, 'dis_ori_ref': 0.981919, 'dis_pred_ref': 0.970885, 'score_dpo': 65.547182}]"
Model_mbart_grpo,7.41,35.07,14.43,26.32,"[{'sentence_id': 1, 'sari': 44.875499, 'bertscore_precision': 77.180815, 'bertscore_recall': 76.686847, 'bertscore_f1': 76.933038, 'fre': 81.141752, 'lix': 32.656463, 'compression_ratio': 62.015504, 'novelty': 20.0, 'dis_ori_pred': 0.988249, 'dis_ori_ref': 0.978816, 'dis_pred_ref': 0.998606, 'score_dpo': 68.976342}, {'sentence_id': 2, 'sari': 38.20943, 'bertscore_precision': 68.99718, 'bertscore_recall': 69.109356, 'bertscore_f1': 69.053221, 'fre': 93.786583, 'lix': 26.299896, 'compression_ratio': 73.312883, 'novelty': 30.769231, 'dis_ori_pred': 0.278834, 'dis_ori_ref': 0.996795, 'dis_pred_ref': 0.201222, 'score_dpo': 49.911471}, {'sentence_id': 3, 'sari': 38.002224, 'bertscore_precision': 68.534642, 'bertscore_recall': 70.857739, 'bertscore_f1': 69.676834, 'fre': 72.685, 'lix': 39.142857, 'compression_ratio': 67.741935, 'novelty': 30.0, 'dis_ori_pred': 0.999529, 'dis_ori_ref': 0.999927, 'dis_pred_ref': 0.999595, 'score_dpo': 65.651184}, {'sentence_id': 4, 'sari': 39.38489, 'bertscore_precision': 66.145259, 'bertscore_recall': 74.048483, 'bertscore_f1': 69.874102, 'fre': 79.348929, 'lix': 37.484127, 'compression_ratio': 53.333333, 'novelty': 16.666667, 'dis_ori_pred': 0.999511, 'dis_ori_ref': 0.999343, 'dis_pred_ref': 0.999895, 'score_dpo': 65.306438}, {'sentence_id': 5, 'sari': 50.586101, 'bertscore_precision': 69.709045, 'bertscore_recall': 72.285384, 'bertscore_f1': 70.973843, 'fre': 81.648039, 'lix': 33.117647, 'compression_ratio': 56.779661, 'novelty': 45.0, 'dis_ori_pred': 1.0, 'dis_ori_ref': 0.997562, 'dis_pred_ref': 0.997566, 'score_dpo': 69.667834}, {'sentence_id': 6, 'sari': 53.605741, 'bertscore_precision': 69.957697, 'bertscore_recall': 78.521097, 'bertscore_f1': 73.992455, 'fre': 90.016194, 'lix': 32.006452, 'compression_ratio': 34.736842, 'novelty': 21.052632, 'dis_ori_pred': 0.999989, 'dis_ori_ref': 0.208033, 'dis_pred_ref': 0.205484, 'score_dpo': 69.7591}, {'sentence_id': 7, 'sari': 41.96531, 'bertscore_precision': 70.651114, 'bertscore_recall': 77.172339, 'bertscore_f1': 73.767883, 'fre': 77.761, 'lix': 35.142857, 'compression_ratio': 48.979592, 'novelty': 14.285714, 'dis_ori_pred': 1.0, 'dis_ori_ref': 0.998972, 'dis_pred_ref': 0.998954, 'score_dpo': 66.491559}, {'sentence_id': 8, 'sari': 45.599594, 'bertscore_precision': 68.182027, 'bertscore_recall': 74.259341, 'bertscore_f1': 71.091038, 'fre': 89.771546, 'lix': 24.66886, 'compression_ratio': 44.117647, 'novelty': 40.0, 'dis_ori_pred': 0.999832, 'dis_ori_ref': 0.999618, 'dis_pred_ref': 0.99934, 'score_dpo': 68.652004}, {'sentence_id': 9, 'sari': 39.51852, 'bertscore_precision': 68.988544, 'bertscore_recall': 74.153721, 'bertscore_f1': 71.477938, 'fre': 82.094, 'lix': 32.804255, 'compression_ratio': 35.616438, 'novelty': 5.263158, 'dis_ori_pred': 0.999998, 'dis_ori_ref': 0.999765, 'dis_pred_ref': 0.999745, 'score_dpo': 64.619046}, {'sentence_id': 10, 'sari': 43.673504, 'bertscore_precision': 68.511474, 'bertscore_recall': 71.308208, 'bertscore_f1': 69.881868, 'fre': 71.319118, 'lix': 34.714286, 'compression_ratio': 44.715447, 'novelty': 20.689655, 'dis_ori_pred': 0.324985, 'dis_ori_ref': 0.376536, 'dis_pred_ref': 0.995957, 'score_dpo': 48.23166}, {'sentence_id': 11, 'sari': 45.56627, 'bertscore_precision': 74.073839, 'bertscore_recall': 69.275326, 'bertscore_f1': 71.594262, 'fre': 60.478333, 'lix': 46.666667, 'compression_ratio': 56.834532, 'novelty': 37.931034, 'dis_ori_pred': 0.062946, 'dis_ori_ref': 0.985545, 'dis_pred_ref': 0.060563, 'score_dpo': 42.96737}, {'sentence_id': 12, 'sari': 40.621617, 'bertscore_precision': 62.663364, 'bertscore_recall': 64.329481, 'bertscore_f1': 63.485491, 'fre': 57.068269, 'lix': 39.833333, 'compression_ratio': 62.135922, 'novelty': 22.222222, 'dis_ori_pred': 0.989858, 'dis_ori_ref': 0.105784, 'dis_pred_ref': 0.059978, 'score_dpo': 61.843335}, {'sentence_id': 13, 'sari': 48.910163, 'bertscore_precision': 67.819786, 'bertscore_recall': 69.593298, 'bertscore_f1': 68.695098, 'fre': 70.831984, 'lix': 37.777778, 'compression_ratio': 54.248366, 'novelty': 24.242424, 'dis_ori_pred': 0.98664, 'dis_ori_ref': 0.863149, 'dis_pred_ref': 0.928673, 'score_dpo': 66.066583}, {'sentence_id': 14, 'sari': 35.6205, 'bertscore_precision': 66.983777, 'bertscore_recall': 69.06361, 'bertscore_f1': 68.007797, 'fre': 66.813953, 'lix': 31.724252, 'compression_ratio': 21.818182, 'novelty': 52.380952, 'dis_ori_pred': 0.970752, 'dis_ori_ref': 0.842293, 'dis_pred_ref': 0.94004, 'score_dpo': 62.189777}, {'sentence_id': 15, 'sari': 38.744652, 'bertscore_precision': 73.043853, 'bertscore_recall': 76.338792, 'bertscore_f1': 74.654984, 'fre': 77.631058, 'lix': 30.262821, 'compression_ratio': 25.0, 'novelty': 21.052632, 'dis_ori_pred': 0.994129, 'dis_ori_ref': 0.180235, 'dis_pred_ref': 0.136032, 'score_dpo': 65.071659}, {'sentence_id': 16, 'sari': 39.064241, 'bertscore_precision': 66.5299, 'bertscore_recall': 73.238647, 'bertscore_f1': 69.723266, 'fre': 84.377, 'lix': 32.2, 'compression_ratio': 33.333333, 'novelty': 8.333333, 'dis_ori_pred': 0.690192, 'dis_ori_ref': 0.628481, 'dis_pred_ref': 0.927326, 'score_dpo': 56.537863}, {'sentence_id': 17, 'sari': 34.910014, 'bertscore_precision': 58.366311, 'bertscore_recall': 60.642695, 'bertscore_f1': 59.482729, 'fre': 95.848534, 'lix': 17.948276, 'compression_ratio': 56.060606, 'novelty': 28.571429, 'dis_ori_pred': 0.175864, 'dis_ori_ref': 0.147535, 'dis_pred_ref': 0.176434, 'score_dpo': 43.044228}, {'sentence_id': 18, 'sari': 38.366291, 'bertscore_precision': 66.716385, 'bertscore_recall': 67.707038, 'bertscore_f1': 67.208058, 'fre': 57.421351, 'lix': 32.312741, 'compression_ratio': 37.288136, 'novelty': 25.0, 'dis_ori_pred': 0.473672, 'dis_ori_ref': 0.834729, 'dis_pred_ref': 0.140997, 'score_dpo': 48.534754}, {'sentence_id': 19, 'sari': 46.659254, 'bertscore_precision': 68.385786, 'bertscore_recall': 76.119703, 'bertscore_f1': 72.045785, 'fre': 51.445091, 'lix': 39.933333, 'compression_ratio': 19.512195, 'novelty': 0.0, 'dis_ori_pred': 0.994834, 'dis_ori_ref': 0.315785, 'dis_pred_ref': 0.40023, 'score_dpo': 61.977953}, {'sentence_id': 20, 'sari': 43.659133, 'bertscore_precision': 65.338266, 'bertscore_recall': 72.615319, 'bertscore_f1': 68.784857, 'fre': 71.581954, 'lix': 44.149425, 'compression_ratio': 9.375, 'novelty': 16.666667, 'dis_ori_pred': 0.2419, 'dis_ori_ref': 0.519783, 'dis_pred_ref': 0.482431, 'score_dpo': 43.913445}, {'sentence_id': 21, 'sari': 38.488332, 'bertscore_precision': 65.888727, 'bertscore_recall': 68.692827, 'bertscore_f1': 67.261565, 'fre': 31.951, 'lix': 48.457143, 'compression_ratio': 3.448276, 'novelty': 0.0, 'dis_ori_pred': 0.991798, 'dis_ori_ref': 0.921843, 'dis_pred_ref': 0.873588, 'score_dpo': 56.044452}, {'sentence_id': 22, 'sari': 39.998929, 'bertscore_precision': 68.813288, 'bertscore_recall': 70.521718, 'bertscore_f1': 69.657028, 'fre': 89.899636, 'lix': 18.721212, 'compression_ratio': 13.157895, 'novelty': 0.0, 'dis_ori_pred': 1.0, 'dis_ori_ref': 0.989755, 'dis_pred_ref': 0.989776, 'score_dpo': 63.546847}, {'sentence_id': 23, 'sari': 33.710529, 'bertscore_precision': 66.326249, 'bertscore_recall': 67.671889, 'bertscore_f1': 66.992319, 'fre': 52.333095, 'lix': 48.619048, 'compression_ratio': 34.883721, 'novelty': 7.142857, 'dis_ori_pred': 0.999974, 'dis_ori_ref': 0.014724, 'dis_pred_ref': 0.020625, 'score_dpo': 59.175151}, {'sentence_id': 24, 'sari': 39.330313, 'bertscore_precision': 70.755255, 'bertscore_recall': 77.019799, 'bertscore_f1': 73.75474, 'fre': 66.635942, 'lix': 33.753623, 'compression_ratio': 14.814815, 'novelty': 0.0, 'dis_ori_pred': 0.999998, 'dis_ori_ref': 0.999998, 'dis_pred_ref': 0.999999, 'score_dpo': 62.423321}, {'sentence_id': 25, 'sari': 40.363626, 'bertscore_precision': 74.307609, 'bertscore_recall': 72.394168, 'bertscore_f1': 73.338413, 'fre': 65.747471, 'lix': 33.804598, 'compression_ratio': 48.672566, 'novelty': 23.076923, 'dis_ori_pred': 0.999991, 'dis_ori_ref': 0.993717, 'dis_pred_ref': 0.994026, 'score_dpo': 65.238745}, {'sentence_id': 26, 'sari': 46.414872, 'bertscore_precision': 76.435816, 'bertscore_recall': 79.388601, 'bertscore_f1': 77.884227, 'fre': 55.805016, 'lix': 46.569182, 'compression_ratio': 43.010753, 'novelty': 28.0, 'dis_ori_pred': 0.973155, 'dis_ori_ref': 0.999794, 'dis_pred_ref': 0.977618, 'score_dpo': 66.113746}, {'sentence_id': 27, 'sari': 39.242107, 'bertscore_precision': 72.296703, 'bertscore_recall': 70.598161, 'bertscore_f1': 71.437335, 'fre': 95.25831, 'lix': 29.861167, 'compression_ratio': 55.900621, 'novelty': 25.0, 'dis_ori_pred': 0.999835, 'dis_ori_ref': 0.05943, 'dis_pred_ref': 0.077479, 'score_dpo': 67.848374}, {'sentence_id': 28, 'sari': 41.658221, 'bertscore_precision': 80.253303, 'bertscore_recall': 70.734376, 'bertscore_f1': 75.193781, 'fre': 83.707143, 'lix': 35.571429, 'compression_ratio': 70.338983, 'novelty': 55.555556, 'dis_ori_pred': 0.996577, 'dis_ori_ref': 0.439555, 'dis_pred_ref': 0.469579, 'score_dpo': 70.529668}, {'sentence_id': 29, 'sari': 31.796775, 'bertscore_precision': 73.635256, 'bertscore_recall': 70.178604, 'bertscore_f1': 71.865392, 'fre': 82.39, 'lix': 29.875, 'compression_ratio': 62.790698, 'novelty': 63.636364, 'dis_ori_pred': 0.999902, 'dis_ori_ref': 0.027075, 'dis_pred_ref': 0.014866, 'score_dpo': 67.485187}, {'sentence_id': 30, 'sari': 41.190971, 'bertscore_precision': 73.516971, 'bertscore_recall': 73.240638, 'bertscore_f1': 73.378545, 'fre': 88.725147, 'lix': 23.205882, 'compression_ratio': 55.844156, 'novelty': 41.666667, 'dis_ori_pred': 0.505727, 'dis_ori_ref': 0.999384, 'dis_pred_ref': 0.53508, 'score_dpo': 56.643041}, {'sentence_id': 31, 'sari': 39.641902, 'bertscore_precision': 76.617712, 'bertscore_recall': 72.252053, 'bertscore_f1': 74.370867, 'fre': 75.976932, 'lix': 30.113636, 'compression_ratio': 53.389831, 'novelty': 19.047619, 'dis_ori_pred': 0.999991, 'dis_ori_ref': 0.999988, 'dis_pred_ref': 0.999964, 'score_dpo': 66.471796}, {'sentence_id': 32, 'sari': 42.385297, 'bertscore_precision': 77.499592, 'bertscore_recall': 79.083037, 'bertscore_f1': 78.283304, 'fre': 69.2775, 'lix': 31.928571, 'compression_ratio': 46.835443, 'novelty': 31.578947, 'dis_ori_pred': 0.999077, 'dis_ori_ref': 0.998342, 'dis_pred_ref': 0.999891, 'score_dpo': 67.78905}, {'sentence_id': 33, 'sari': 39.29965, 'bertscore_precision': 73.230898, 'bertscore_recall': 75.815433, 'bertscore_f1': 74.500757, 'fre': 81.141752, 'lix': 30.615646, 'compression_ratio': 49.484536, 'novelty': 37.5, 'dis_ori_pred': 0.377955, 'dis_ori_ref': 0.981919, 'dis_pred_ref': 0.204732, 'score_dpo': 52.126908}]"
